meta_score,title,platform,date,user_score,link,esrb_rating,developers,genres
59,Pokemon Rumble,WII,16-Nov-09,8.3,/game/wii/pokemon-rumble,E10+,['Ambrella'],"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D', '3D']"
83,Art Style: DIGIDRIVE,DS,16-Nov-09,6.8,/game/ds/art-style-digidrive,E,['Q-Games'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'General']"
87,New Super Mario Bros. Wii,WII,15-Nov-09,8.3,/game/wii/new-super-mario-bros-wii,E,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
,Electroplankton: Beatnes,DS,9-Nov-09,,/game/ds/electroplankton-beatnes,E,['Nintendo'],"['Action', 'Miscellaneous', 'Rhythm', 'Music Maker', 'Music Maker', 'Music']"
,Electroplankton: Trapy,DS,9-Nov-09,,/game/ds/electroplankton-trapy,E,['Nintendo'],"['Action', 'Miscellaneous', 'Rhythm', 'Music Maker', 'Music Maker', 'Music']"
,Electroplankton: Nanocarp,DS,9-Nov-09,,/game/ds/electroplankton-nanocarp,E,['Nintendo'],"['Action', 'Miscellaneous', 'Rhythm', 'Music Maker', 'Music Maker', 'Music']"
,Electroplankton: Hanenbow,DS,9-Nov-09,7.5,/game/ds/electroplankton-hanenbow,E,['Nintendo'],"['Action', 'Miscellaneous', 'Rhythm', 'Music Maker', 'Music Maker', 'Music']"
,Electroplankton: Rec-Rec,DS,9-Nov-09,,/game/ds/electroplankton-rec-rec,E,['Nintendo'],"['Action', 'Miscellaneous', 'Rhythm', 'Music Maker', 'Music Maker', 'Music']"
70,Excitebike: World Rally,WII,9-Nov-09,7.5,/game/wii/excitebike-world-rally,E,['Monster Games Inc.'],"['Driving', 'Racing', 'Arcade', 'Motorcycle', 'Other', 'Motocross', 'Motocross']"
73,Style Savvy,DS,2-Nov-09,7.7,/game/ds/style-savvy,E,['syn Sophia'],"['Simulation', 'General', 'General', 'Virtual', 'Career']"
,Sparkle Snapshots,DS,2-Nov-09,,/game/ds/sparkle-snapshots,,"['Nintendo', ' Atlus']","['Miscellaneous', 'Edutainment', 'General']"
,Doc Louis's Punch-Out!!,WII,27-Oct-09,8.6,/game/wii/doc-louiss-punch-out!!,E10+,['Next Level Games'],"['Sports', 'Traditional', 'Individual', 'Boxing', 'Boxing', 'Combat', 'Boxing / Martial Arts']"
,PictureBook Games: The Royal Bluff,DS,26-Oct-09,,/game/ds/picturebook-games-the-royal-bluff,E,"['Nintendo', ' Grounding Inc.']","['Miscellaneous', 'Board Games', 'Board Games', 'Board / Card Game']"
,Crash-Course Domo,DS,19-Oct-09,,/game/ds/crash-course-domo,E,['Suzak'],"['Driving', 'Racing', 'Arcade', 'Other', 'Other']"
,Hard-Hat Domo,DS,19-Oct-09,,/game/ds/hard-hat-domo,E,['Suzak'],"['Adventure', 'Puzzle', 'Action', 'General']"
,Pro-Putt Domo,DS,19-Oct-09,,/game/ds/pro-putt-domo,E,['Suzak'],"['Sports', 'Traditional', 'Individual', 'Golf', 'Arcade', 'Arcade']"
,Rock-n-Roll Domo,DS,19-Oct-09,,/game/ds/rock-n-roll-domo,E,['Suzak'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
,White-Water Domo,DS,19-Oct-09,,/game/ds/white-water-domo,E,['Suzak'],"['Driving', 'Racing', 'Arcade', 'Snow / Water', 'Other', 'Snow / Water']"
54,Pokemon Mystery Dungeon: Explorers of Sky,DS,12-Oct-09,9,/game/ds/pokemon-mystery-dungeon-explorers-of-sky,E,['ChunSoft'],"['Role-Playing', 'General', 'Console-style RPG', 'Console-style RPG', 'Roguelike']"
74,Pinball Pulse: The Ancients Beckon,DS,12-Oct-09,,/game/ds/pinball-pulse-the-ancients-beckon,E,['Fuse Games Limited'],"['Action', 'Miscellaneous', 'Parlor', 'Pinball', 'Pinball']"
80,Wii Fit Plus,WII,4-Oct-09,7.5,/game/wii/wii-fit-plus,E,['Nintendo'],"['Sports', 'Miscellaneous', 'Alternative', 'General', 'Exercise / Fitness', 'Other']"
,Art Academy: Second Semester,DS,28-Sep-09,,/game/ds/art-academy-second-semester,E,['Headstrong Games'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
,Clubhouse Games Express: Strategy Pack,DS,21-Sep-09,,/game/ds/clubhouse-games-express-strategy-pack,E,['Nintendo'],"['Miscellaneous', 'Board Games', 'Board Games', 'Board / Card Game']"
79,"You, Me, and the Cubes",WII,21-Sep-09,7,/game/wii/you-me-and-the-cubes,E,['fyto'],"['Miscellaneous', 'Puzzle', 'Action', 'Puzzle', 'Puzzle', 'Action']"
90,Mario & Luigi: Bowser's Inside Story,DS,14-Sep-09,8.8,/game/ds/mario-luigi-bowsers-inside-story,E,['Alphadream Corporation'],"['Role-Playing', 'Action RPG', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
,Art Academy: First Semester,DS,14-Sep-09,8,/game/ds/art-academy-first-semester,E,['Headstrong Games'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
,Clubhouse Games Express: Family Favorites,DS,7-Sep-09,,/game/ds/clubhouse-games-express-family-favorites,E,['Nintendo'],"['Miscellaneous', 'Board Games', 'Board Games', 'Board / Card Game']"
,Puzzle League Express,DS,31-Aug-09,,/game/ds/puzzle-league-express,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
84,Professor Layton and the Diabolical Box,DS,24-Aug-09,8.6,/game/ds/professor-layton-and-the-diabolical-box,E10+,['Level 5'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
91,Metroid Prime Trilogy,WII,24-Aug-09,9.1,/game/wii/metroid-prime-trilogy,T,['Retro Studios'],"['Action', 'Miscellaneous', 'Shooter', 'Compilation', 'Compilation', 'First-Person', 'Sci-Fi']"
,Picture Book Games: Pop-Up Pursuit,WII,17-Aug-09,,/game/wii/picture-book-games-pop-up-pursuit,E,['Grounding Inc.'],"['Miscellaneous', 'Board Games', 'Board Games', 'Board / Card Game']"
,Brain Age Express: Sudoku,DS,17-Aug-09,,/game/ds/brain-age-express-sudoku,E,,"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Logic', 'General']"
93,Flipnote Studio,DS,12-Aug-09,7.6,/game/ds/flipnote-studio,,['Nintendo'],"['Miscellaneous', 'General', 'Application']"
70,Fossil Fighters,DS,10-Aug-09,8.4,/game/ds/fossil-fighters,E,['RED Entertainment'],"['Role-Playing', 'General', 'General']"
72,Rock N' Roll Climber,WII,10-Aug-09,,/game/wii/rock-n-roll-climber,E,['Vitei'],"['Action', 'General', 'General']"
,Brain Age Express: Arts & Letters,DS,10-Aug-09,,/game/ds/brain-age-express-arts-letters,E,,"['Miscellaneous', 'Edutainment', 'Edutainment']"
,Art Style: precipice,DS,3-Aug-09,7.3,/game/ds/art-style-precipice,E,['Skip Ltd.'],"['Miscellaneous', 'Puzzle', 'Action', 'Puzzle', 'Puzzle', 'Action']"
80,Wii Sports Resort,WII,26-Jul-09,8.2,/game/wii/wii-sports-resort,E,['Nintendo'],"['Sports', 'General', 'General', 'Individual', 'Athletics']"
65,Art Style: ZENGAGE,DS,20-Jul-09,,/game/ds/art-style-zengage,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Matching', 'Matching']"
77,Art Style: BASE 10,DS,6-Jul-09,,/game/ds/art-style-base-10,E,['Skip Ltd.'],"['Miscellaneous', 'Puzzle', 'Action', 'Puzzle', 'Puzzle', 'Action']"
80,Bit.Trip Core,WII,6-Jul-09,8.1,/game/wii/bittrip-core,E,['Gaijin Games'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
80,Art Style: BOXLIFE,DS,22-Jun-09,6.8,/game/ds/art-style-boxlife,E,['Nintendo'],"['Miscellaneous', 'General', 'General']"
,Mario Calculator,DS,15-Jun-09,6.3,/game/ds/mario-calculator,,['Nintendo'],"['Action', 'Miscellaneous', 'General', 'Edutainment']"
,Mario Clock,DS,15-Jun-09,6,/game/ds/mario-clock,E,['Nintendo'],"['Miscellaneous', 'General', 'General', 'Application']"
82,Mario vs. Donkey Kong: Minis March Again!,DS,8-Jun-09,8,/game/ds/mario-vs-donkey-kong-minis-march-again!,E,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
75,The Legendary Starfy,DS,7-Jun-09,8.4,/game/ds/the-legendary-starfy,E,['TOSE'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
69,Personal Trainer: Walking,DS,26-May-09,8.3,/game/ds/personal-trainer-walking,E,"['Nintendo', ' Creatures Inc.']","['Miscellaneous', 'General', 'Exercise / Fitness']"
,Photo Clock,DS,25-May-09,,/game/ds/photo-clock,,['Nintendo'],"['Miscellaneous', 'General', 'Application']"
86,Punch-Out!!,WII,18-May-09,8.6,/game/wii/punch-out!!,E10+,['Next Level Games'],"['Sports', 'Traditional', 'Individual', 'Boxing', 'Boxing', 'Combat', 'Boxing / Martial Arts']"
83,Art Style: PiCTOBiTS,DS,18-May-09,7.6,/game/ds/art-style-pictobits,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Matching', 'Matching']"
,The Legend of Zelda: Majora's Mask,WII,18-May-09,8.7,/game/wii/the-legend-of-zelda-majoras-mask,E,['Nintendo'],"['Action Adventure', 'Fantasy']"
78,New Play Control! Donkey Kong Jungle Beat,WII,4-May-09,8.6,/game/wii/new-play-control!-donkey-kong-jungle-beat,E10+,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
,Animal Crossing Calculator,DS,4-May-09,,/game/ds/animal-crossing-calculator,,['Nintendo'],"['Miscellaneous', 'Edutainment', 'Application']"
,Animal Crossing Clock,DS,4-May-09,,/game/ds/animal-crossing-clock,,['Nintendo'],"['Miscellaneous', 'Edutainment', 'Application']"
51,Paper Airplane Chase,DS,27-Apr-09,7.2,/game/ds/paper-airplane-chase,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
,Clubhouse Games Express: Card Classics,DS,27-Apr-09,,/game/ds/clubhouse-games-express-card-classics,T,['Nintendo'],"['Miscellaneous', 'Board Games', 'Board Games', 'Board / Card Game']"
76,Dr. Mario Express,DS,20-Apr-09,7.3,/game/ds/dr-mario-express,E,"['Arika', ' Nintendo']","['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Matching', 'General']"
77,Excitebots: Trick Racing,WII,20-Apr-09,8.2,/game/wii/excitebots-trick-racing,E,['Monster Games Inc.'],"['Driving', 'Racing', 'General', 'Arcade', 'Arcade', 'Automobile']"
,Master of Illusion Express: Deep Psyche,DS,20-Apr-09,,/game/ds/master-of-illusion-express-deep-psyche,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
,Master of Illusion Express: Shuffle Games,DS,13-Apr-09,,/game/ds/master-of-illusion-express-shuffle-games,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
83,Rhythm Heaven,DS,5-Apr-09,8.3,/game/ds/rhythm-heaven,E,['Nintendo'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
70,Art Style: AQUIA,DS,5-Apr-09,7.3,/game/ds/art-style-aquia,E,['Skip Ltd.'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
,Nintendo DSi Browser,DS,5-Apr-09,,/game/ds/nintendo-dsi-browser,,['Nintendo'],"['Miscellaneous', 'Web Browser', 'Application']"
,Master of Illusion Express: Funny Face,DS,5-Apr-09,,/game/ds/master-of-illusion-express-funny-face,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
71,Bird & Beans,DS,5-Apr-09,7.8,/game/ds/bird-beans,E,['Nintendo'],"['Action', 'General', 'General', 'Arcade']"
69,Brain Age Express: Math,DS,5-Apr-09,,/game/ds/brain-age-express-math,E,['Nintendo'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
53,WarioWare: Snapped!,DS,5-Apr-09,5.1,/game/ds/warioware-snapped!,E,['Intelligent Systems'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Party / Minigame', 'General']"
,Super Punch-Out!!,WII,30-Mar-09,8.7,/game/wii/super-punch-out!!,E,['Nintendo'],"['Sports', 'Traditional', 'Boxing']"
75,Bonsai Barber,WII,30-Mar-09,7,/game/wii/bonsai-barber,E,['Zoonami Ltd.'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual', 'Virtual Life']"
83,Pokemon Platinum Version,DS,22-Mar-09,8.9,/game/ds/pokemon-platinum-version,E,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Trainer']"
80,Bit.Trip Beat,WII,16-Mar-09,8.5,/game/wii/bittrip-beat,E,['Gaijin Games'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
77,New Play Control! Pikmin,WII,9-Mar-09,8.6,/game/wii/new-play-control!-pikmin,E,['Nintendo'],"['Strategy', 'Real-Time', 'Fantasy', 'General', 'Fantasy']"
65,New Play Control! Mario Power Tennis,WII,9-Mar-09,7.7,/game/wii/new-play-control!-mario-power-tennis,E,['Camelot Software Planning'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
81,Fire Emblem: Shadow Dragon,DS,16-Feb-09,7.2,/game/ds/fire-emblem-shadow-dragon,E10+,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
56,Lonpos,WII,2-Feb-09,,/game/wii/lonpos,E,['Genki'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
63,Personal Trainer: Math,DS,13-Jan-09,,/game/ds/personal-trainer-math,E,['Jupiter Corporation'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
,Kirby's Dream Land 3,WII,5-Jan-09,8.1,/game/wii/kirbys-dream-land-3,E,['Hal'],"['Action', 'Platformer', '2D']"
85,Maboshi's Arcade,WII,29-Dec-08,7.9,/game/wii/maboshis-arcade,E,['Mindware'],"['Miscellaneous', 'Puzzle', 'Action', 'Puzzle', 'Puzzle', 'Action']"
,StarTropics II: Zoda's Revenge,WII,29-Dec-08,,/game/wii/startropics-ii-zodas-revenge,E,['Nintendo'],"['Action Adventure', 'Modern']"
,Game & Watch Collection,DS,15-Dec-08,,/game/ds/game-watch-collection,E,['Nintendo'],"['Miscellaneous', 'Compilation', 'Compilation']"
81,Personal Trainer: Cooking,DS,24-Nov-08,8.2,/game/ds/personal-trainer-cooking,E,['indieszero'],"['Miscellaneous', 'General', 'General']"
73,Animal Crossing: City Folk,WII,16-Nov-08,7.9,/game/wii/animal-crossing-city-folk,E,['Nintendo'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual', 'Virtual Life']"
68,Pokemon Ranger: Shadows of Almia,DS,10-Nov-08,8.1,/game/ds/pokemon-ranger-shadows-of-almia,E,"['HAL Labs', ' Creatures Inc.']","['Role-Playing', 'General', 'General']"
70,Art Style: ROTOHEX,WII,27-Oct-08,,/game/wii/art-style-rotohex,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
63,Wii Music,WII,20-Oct-08,4.8,/game/wii/wii-music,E,['Nintendo'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
73,Art Style: CUBELLO,WII,13-Oct-08,7.6,/game/wii/art-style-cubello,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
,Mario Golf,WII,6-Oct-08,,/game/wii/mario-golf,E,['Camelot Software Planning'],"['Sports', 'Traditional', 'Golf', 'Arcade']"
82,Art Style: ORBIENT,WII,29-Sep-08,8.2,/game/wii/art-style-orbient,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
78,Wario Land: Shake It!,WII,22-Sep-08,8.5,/game/wii/wario-land-shake-it!,E,['Good-Feel'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
76,Kirby Super Star Ultra,DS,22-Sep-08,8.8,/game/ds/kirby-super-star-ultra,E,['HAL Labs'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
65,Mystery Case Files: MillionHeir,DS,8-Sep-08,,/game/ds/mystery-case-files-millionheir,E,['Griptonite Games'],"['Miscellaneous', 'Adventure', 'Puzzle', 'General', 'Hidden Object', 'Puzzle']"
,Super Mario RPG: Legend of the Seven Stars,WII,1-Sep-08,8.8,/game/wii/super-mario-rpg-legend-of-the-seven-stars,E,['SquareSoft'],"['Role-Playing', 'Console-style RPG']"
,Clu Clu Land,WII,1-Sep-08,,/game/wii/clu-clu-land,E,['Nintendo'],"['Action', 'General']"
69,Mario Super Sluggers,WII,25-Aug-08,7.9,/game/wii/mario-super-sluggers,E,['Namco Bandai Games'],"['Sports', 'Traditional', 'Team', 'Baseball', 'Arcade', 'Arcade']"
,Donkey Kong 3,WII,14-Jul-08,,/game/wii/donkey-kong-3,E,['Nintendo'],"['Action', 'General', 'Platformer', '2D']"
70,Magnetica Twist,WII,30-Jun-08,8,/game/wii/magnetica-twist,E,['Mitchell'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Matching', 'General']"
47,My Pokemon Ranch,WII,9-Jun-08,5.4,/game/wii/my-pokemon-ranch,E,['Ambrella'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual', 'Virtual Life']"
72,Dr. Mario Online RX,WII,26-May-08,8.2,/game/wii/dr-mario-online-rx,E,"['Arika', ' Nintendo']","['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Matching', 'Matching']"
80,Wii Fit,WII,19-May-08,7.7,/game/wii/wii-fit,E,['Nintendo'],"['Sports', 'Miscellaneous', 'General', 'Exercise / Fitness']"
67,CrossworDS,DS,5-May-08,6.8,/game/ds/crosswords,E,['Nuevo Retro Games'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Logic', 'General']"
,Pokemon Puzzle League,WII,5-May-08,7.9,/game/wii/pokemon-puzzle-league,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Matching']"
82,Mario Kart Wii,WII,27-Apr-08,8.4,/game/wii/mario-kart-wii,E,['Nintendo'],"['Driving', 'Racing', 'Arcade', 'Kart', 'Kart', 'Automobile']"
59,Pokemon Mystery Dungeon: Explorers of Darkness,DS,20-Apr-08,8.5,/game/ds/pokemon-mystery-dungeon-explorers-of-darkness,E,['ChunSoft'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Roguelike']"
60,Pokemon Mystery Dungeon: Explorers of Time,DS,20-Apr-08,8.5,/game/ds/pokemon-mystery-dungeon-explorers-of-time,E,['ChunSoft'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Roguelike']"
,Yoshi's Cookie,WII,7-Apr-08,,/game/wii/yoshis-cookie,E,['Bullet Proof Software'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General']"
,Cruis'n USA,WII,31-Mar-08,8.2,/game/wii/cruisn-usa,E,['Midway'],"['Driving', 'Racing', 'Arcade']"
93,Super Smash Bros. Brawl,WII,9-Mar-08,8.8,/game/wii/super-smash-bros-brawl,T,['Game Arts'],"['Action', 'Fighting', 'Fighting', '3D', '2D', '3D']"
,Kirby 64: The Crystal Shards,WII,25-Feb-08,8.6,/game/wii/kirby-64-the-crystal-shards,E,['HAL Labs'],"['Action', 'Platformer', '3D']"
85,Professor Layton and the Curious Village,DS,10-Feb-08,8.5,/game/ds/professor-layton-and-the-curious-village,E,['Level 5'],"['Miscellaneous', 'Adventure', 'Puzzle', 'Edutainment', 'General', 'Puzzle', 'General']"
,1080: TenEighty Snowboarding,WII,28-Jan-08,8.4,/game/wii/1080-teneighty-snowboarding,E,['Nintendo'],"['Sports', 'Alternative', 'Snowboarding']"
70,Mario & Sonic at the Olympic Games,DS,22-Jan-08,7.1,/game/ds/mario-sonic-at-the-olympic-games,E,"['Sega', ' Nintendo', ' Sega Sports R&D']","['Sports', 'Olympic Sports', 'Olympic Sports', 'Individual', 'Athletics']"
72,Endless Ocean,WII,21-Jan-08,8.3,/game/wii/endless-ocean,E,['Arika'],"['Adventure', 'General', 'General', '3D', 'Third-Person']"
,Adventures of Lolo 2,WII,21-Jan-08,,/game/wii/adventures-of-lolo-2,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Action']"
86,Advance Wars: Days of Ruin,DS,21-Jan-08,8.6,/game/ds/advance-wars-days-of-ruin,E10+,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Modern', 'Modern', 'Tactics']"
,StarTropics,WII,7-Jan-08,,/game/wii/startropics,E,['Nintendo'],"['Action Adventure', 'Modern']"
,Donkey Kong Country 3: Dixie Kong's Double Trouble,WII,24-Dec-07,8.3,/game/wii/donkey-kong-country-3-dixie-kongs-double-trouble,E,['Rare Ltd.'],"['Action', 'Platformer', '2D']"
,Pokemon Snap,WII,10-Dec-07,7.6,/game/wii/pokemon-snap,E,['Hal'],"['Action', 'General']"
69,Master of Illusion,DS,26-Nov-07,,/game/ds/master-of-illusion,E,"['Eighting', ' Tenyo']","['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Application', 'General']"
,Vegas Stakes,WII,26-Nov-07,,/game/wii/vegas-stakes,E,['Hal'],"['Miscellaneous', 'Parlor', 'Gambling']"
72,Mario Party DS,DS,19-Nov-07,7.9,/game/ds/mario-party-ds,E,['Hudson Soft'],"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
,Wrecking Crew,WII,19-Nov-07,,/game/wii/wrecking-crew,E,['Nintendo'],"['Action', 'Platformer', '2D']"
68,Link's Crossbow Training,WII,19-Nov-07,7.2,/game/wii/links-crossbow-training,T,['Nintendo'],"['Action', 'Shooter', 'Shooter', 'Light Gun', 'Light Gun']"
97,Super Mario Galaxy,WII,12-Nov-07,9.1,/game/wii/super-mario-galaxy,E,['Nintendo'],"['Action', 'Platformer', 'Platformer', '3D', '3D']"
,Volleyball,WII,12-Nov-07,,/game/wii/volleyball,E,['Nintendo'],"['Sports', 'Traditional', 'Volleyball']"
67,Mario & Sonic at the Olympic Games,WII,6-Nov-07,7.7,/game/wii/mario-sonic-at-the-olympic-games,E,"['Sega', ' Nintendo', ' Sega Sports R&D']","['Sports', 'Olympic Sports', 'Olympic Sports', 'Individual', 'Athletics']"
78,Fire Emblem: Radiant Dawn,WII,5-Nov-07,8.7,/game/wii/fire-emblem-radiant-dawn,E10+,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
,Super Mario Bros. 3,WII,5-Nov-07,8.6,/game/wii/super-mario-bros-3,E,['Nintendo'],"['Action', 'Platformer', '2D']"
75,Battalion Wars 2,WII,29-Oct-07,7.9,/game/wii/battalion-wars-2,T,['Kuju Entertainment'],"['Strategy', 'Real-Time', 'Military', 'Military', 'Tactics']"
59,Flash Focus: Vision Training in Minutes a Day,DS,15-Oct-07,4.4,/game/ds/flash-focus-vision-training-in-minutes-a-day,E,"['Nintendo', ' Namco Bandai Games']","['Miscellaneous', 'Edutainment', 'Edutainment']"
46,Donkey Kong: Barrel Blast,WII,8-Oct-07,7,/game/wii/donkey-kong-barrel-blast,E,['Paon Corporation'],"['Driving', 'Racing', 'Arcade', 'Kart', 'Other', 'Kart']"
90,The Legend of Zelda: Phantom Hourglass,DS,1-Oct-07,7.9,/game/ds/the-legend-of-zelda-phantom-hourglass,E,['Nintendo'],"['Action Adventure', 'Fantasy', 'Fantasy', 'Open-World']"
,Super Mario Bros.: The Lost Levels,WII,1-Oct-07,5.8,/game/wii/super-mario-bros-the-lost-levels,E,['Nintendo'],"['Action', 'Platformer', '2D']"
,Sin and Punishment,WII,1-Oct-07,8.5,/game/wii/sin-and-punishment,T,['Treasure'],"['Action', 'General']"
78,Chibi-Robo! Park Patrol,DS,24-Sep-07,7.7,/game/ds/chibi-robo!-park-patrol,E,['Skip Ltd.'],"['Action Adventure', 'Fantasy', 'General', 'Fantasy']"
,Kirby's Avalanche,WII,24-Sep-07,,/game/wii/kirbys-avalanche,E,['Hal'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General']"
,Yoshi's Story,WII,17-Sep-07,,/game/wii/yoshis-story,E,['Nintendo'],"['Action', 'Platformer', '2D']"
77,DK: Jungle Climber,DS,10-Sep-07,6.7,/game/ds/dk-jungle-climber,E,['Paon Corporation'],"['Action', 'General', 'General']"
,NES Play Action Football,WII,10-Sep-07,,/game/wii/nes-play-action-football,E,['Nintendo'],"['Sports', 'Traditional', 'Football', 'Sim']"
,Donkey Kong Jr. Math,WII,3-Sep-07,3,/game/wii/donkey-kong-jr-math,E,['Nintendo'],"['Miscellaneous', 'Edutainment']"
90,Metroid Prime 3: Corruption,WII,27-Aug-07,8.8,/game/wii/metroid-prime-3-corruption,T,['Retro Studios'],"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']"
77,Brain Age 2: More Training in Minutes a Day,DS,20-Aug-07,7.2,/game/ds/brain-age-2-more-training-in-minutes-a-day,E,['Nintendo'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
,Super Metroid,WII,20-Aug-07,9.2,/game/wii/super-metroid,E,['Nintendo'],"['Action', 'Platformer', '2D']"
,Shining in the Darkness,WII,13-Aug-07,,/game/wii/shining-in-the-darkness,E,['Climax Entertainment'],"['Role-Playing', 'First-Person']"
,Metroid,WII,13-Aug-07,7.5,/game/wii/metroid,E,['Nintendo'],"['Action', 'Platformer', '2D']"
,Wave Race 64,WII,6-Aug-07,8.3,/game/wii/wave-race-64,E,['Nintendo'],"['Driving', 'Racing', 'Snow / Water']"
79,Mario Strikers Charged,WII,30-Jul-07,8.2,/game/wii/mario-strikers-charged,E10+,['Next Level Games'],"['Sports', 'Traditional', 'Team', 'Soccer', 'Arcade', 'Arcade']"
83,Picross DS,DS,30-Jul-07,8,/game/ds/picross-ds,E,['Jupiter Corporation'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Logic', 'Logic']"
,Kirby's Dream Course,WII,23-Jul-07,,/game/wii/kirbys-dream-course,E,['Nintendo'],"['Sports', 'Traditional', 'Golf', 'Arcade']"
,Paper Mario,WII,16-Jul-07,8.8,/game/wii/paper-mario,E,['Intelligent Systems'],"['Role-Playing', 'Console-style RPG']"
,Balloon Fight,WII,16-Jul-07,6.2,/game/wii/balloon-fight,E,['Nintendo'],"['Action', 'General']"
,Yoshi,WII,9-Jul-07,,/game/wii/yoshi,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General']"
,Mach Rider,WII,9-Jul-07,,/game/wii/mach-rider,E,['Nintendo'],"['Driving', 'Racing', 'Motorcycle', 'Street']"
,Super Mario Bros. 2,WII,2-Jul-07,7.8,/game/wii/super-mario-bros-2,E,['Nintendo'],"['Action', 'Platformer', '2D']"
53,Pokemon Battle Revolution,WII,25-Jun-07,6.6,/game/wii/pokemon-battle-revolution,E,['Genius Sonority Inc.'],"['Strategy', 'Turn-Based', 'Fantasy', 'General', 'Fantasy']"
,F-Zero X,WII,25-Jun-07,7.8,/game/wii/f-zero-x,E,['Nintendo'],"['Driving', 'Racing', 'Futuristic']"
,World Sports Competition,WII,18-Jun-07,,/game/wii/world-sports-competition,E,['Hudson Soft'],"['Sports', 'General']"
