meta_score,title,platform,date,user_score,link,esrb_rating,developers,genres
,NES Open Tournament Golf,WII,18-Jun-07,,/game/wii/nes-open-tournament-golf,E,['Nintendo'],"['Sports', 'Traditional', 'Golf', 'Arcade']"
68,Big Brain Academy: Wii Degree,WII,11-Jun-07,7,/game/wii/big-brain-academy-wii-degree,E,['Nintendo'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
,Nintendo DS Web Browser,DS,4-Jun-07,,/game/ds/nintendo-ds-web-browser,,['Opera'],"['Miscellaneous', 'Web Browser', 'Application']"
,Zelda II: The Adventure of Link,WII,4-Jun-07,7.2,/game/wii/zelda-ii-the-adventure-of-link,E,['Nintendo'],"['Role-Playing', 'Action RPG']"
86,Planet Puzzle League,DS,4-Jun-07,7.8,/game/ds/planet-puzzle-league,E,['Intelligent Systems'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
,ToeJam & Earl in Panic on Funkotron,WII,4-Jun-07,,/game/wii/toejam-earl-in-panic-on-funkotron,E,['ToeJam & Earl Productions'],"['Action', 'Platformer', '2D']"
62,Mario Party 8,WII,29-May-07,6.5,/game/wii/mario-party-8,E,['Hudson'],"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
,Kid Chameleon,WII,28-May-07,,/game/wii/kid-chameleon,E,['Sega'],"['Action', 'General']"
,Streets of Rage 2,WII,21-May-07,7.4,/game/wii/streets-of-rage-2,E,['Sega'],"['Action', ""Beat-'Em-Up""]"
,Blazing Lazers,WII,21-May-07,8.5,/game/wii/blazing-lazers,E,['Hudson'],"['Action', 'Shooter', 'Scrolling']"
,Donkey Kong Country 2: Diddy's Kong Quest,WII,21-May-07,8.8,/game/wii/donkey-kong-country-2-diddys-kong-quest,E,['Rare Ltd.'],"['Action', 'Platformer', '2D']"
,Ninja Spirit,WII,14-May-07,,/game/wii/ninja-spirit,E10+,['Irem'],"['Action', 'General']"
,Mighty Bomb Jack,WII,7-May-07,,/game/wii/mighty-bomb-jack,E,['Tecmo'],"['Action', 'General']"
,Final Fight,WII,7-May-07,8.4,/game/wii/final-fight,E,['Capcom'],"['Action', ""Beat-'Em-Up""]"
,Ordyne,TG16),7-May-07,,/game/wii/ordyne-tg16,E,['Namco'],"['Action', 'Shooter', 'Scrolling']"
,Shockman,WII,30-Apr-07,,/game/wii/shockman,E,['Winds'],"['Action', 'General', 'Platformer', '2D']"
85,Pokemon Diamond Version,DS,22-Apr-07,8.3,/game/ds/pokemon-diamond-version,E,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Trainer']"
85,Pokemon Pearl Version,DS,22-Apr-07,8.3,/game/ds/pokemon-pearl-version,E,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Trainer']"
,Punch-Out!! Featuring Mr. Dream,WII,16-Apr-07,8,/game/wii/punch-out!!-featuring-mr-dream,E,['Nintendo'],"['Sports', 'Traditional', 'Boxing']"
,Alex Kidd in the Enchanted Castle,WII,11-Apr-07,,/game/wii/alex-kidd-in-the-enchanted-castle,E,['Sega'],"['Action', 'Platformer', '2D']"
85,Super Paper Mario,WII,9-Apr-07,8,/game/wii/super-paper-mario,E,['Intelligent Systems'],"['Action', 'Role-Playing', 'Platformer', 'Platformer', 'Action RPG', '3D', '3D']"
,Star Fox 64,WII,2-Apr-07,7.8,/game/wii/star-fox-64,E,['Nintendo'],"['Action', 'Shooter', 'Rail']"
,Teenage Mutant Ninja Turtles,WII,2-Apr-07,,/game/wii/teenage-mutant-ninja-turtles,E10+,['Magic Pockets'],"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']"
,Romance of the Three Kingdoms IV: Wall of Fire,WII,26-Mar-07,,/game/wii/romance-of-the-three-kingdoms-iv-wall-of-fire,E,['Koei'],"['Strategy', 'Turn-Based', 'Historic']"
74,Custom Robo Arena,DS,19-Mar-07,8.3,/game/ds/custom-robo-arena,E10+,['Noise Inc.'],"['Action', 'Fighting', 'Fighting', '3D', '3D']"
,Excitebike,WII,19-Mar-07,6.8,/game/wii/excitebike,E,['Nintendo'],"['Action', 'Driving', 'General', 'Racing', 'Motorcycle', 'Motocross']"
60,Wario: Master of Disguise,DS,5-Mar-07,7.5,/game/ds/wario-master-of-disguise,E10+,['Suzak'],"['Action', 'General', 'Platformer', 'Platformer', '2D', '2D']"
,Super Ghouls 'n Ghosts,WII,5-Mar-07,,/game/wii/super-ghouls-n-ghosts,E,['Capcom'],"['Action', 'Platformer', '2D']"
,The Legend of Zelda: Ocarina of Time,WII,26-Feb-07,8.5,/game/wii/the-legend-of-zelda-ocarina-of-time,E,['Nintendo'],"['Action Adventure', 'Fantasy']"
,Chew-Man-Fu,WII,26-Feb-07,,/game/wii/chew-man-fu,E,['Hudson'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General']"
,Donkey Kong Country,WII,19-Feb-07,8.4,/game/wii/donkey-kong-country,E,['Rare Ltd.'],"['Action', 'Platformer', '2D']"
,Everybody Votes,WII,14-Feb-07,,/game/wii/everybody-votes,,['Nintendo'],"['Miscellaneous', 'General', 'General']"
58,Wii Play,WII,12-Feb-07,6.6,/game/wii/wii-play,E,['Nintendo'],"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
,Ice Climber,WII,12-Feb-07,5.8,/game/wii/ice-climber,E,['Nintendo'],"['Action', 'Platformer', '2D']"
,Kid Icarus,WII,12-Feb-07,7.7,/game/wii/kid-icarus,E,['Nintendo'],"['Action', 'Platformer', '2D']"
,Kirby's Adventure,WII,12-Feb-07,8.5,/game/wii/kirbys-adventure,E,['HAL Labs'],"['Action', 'Platformer', '2D']"
63,Diddy Kong Racing DS,DS,5-Feb-07,7.1,/game/ds/diddy-kong-racing-ds,E,['Rare Ltd.'],"['Driving', 'Racing', 'Arcade', 'Kart', 'Other', 'Kart']"
,Super Mario World,WII,5-Feb-07,8.8,/game/wii/super-mario-world,E,['Nintendo'],"['Action', 'Platformer', '2D']"
92,Final Fantasy VI Advance,GBA,5-Feb-07,8.7,/game/game-boy-advance/final-fantasy-vi-advance,E10+,['TOSE'],"['Role-Playing', 'Console-style RPG']"
,Mario Kart 64,WII,29-Jan-07,7.4,/game/wii/mario-kart-64,E,['Nintendo'],"['Driving', 'Racing', 'Kart']"
78,Hotel Dusk: Room 215,DS,22-Jan-07,8.5,/game/ds/hotel-dusk-room-215,T,['Cing'],"['Adventure', 'General', 'General']"
,The Legend of Zelda: A Link to the Past,WII,22-Jan-07,8.8,/game/wii/the-legend-of-zelda-a-link-to-the-past,E,['Nintendo'],"['Role-Playing', 'Action RPG']"
83,WarioWare: Smooth Moves,WII,15-Jan-07,7.5,/game/wii/warioware-smooth-moves,E10+,['Intelligent Systems'],"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
,Urban Champion,WII,1-Jan-07,,/game/wii/urban-champion,E,['Nintendo'],"['Action', 'Fighting', '2D']"
,Baseball,WII,1-Jan-07,,/game/wii/baseball,E,['Nintendo'],"['Sports', 'Traditional', 'Baseball', 'Arcade']"
,Super Mario Bros.,WII,25-Dec-06,8.5,/game/wii/super-mario-bros,E,['Nintendo'],"['Action', 'Platformer', '2D']"
,Tennis,WII,18-Dec-06,,/game/wii/tennis,E,['Nintendo'],"['Sports', 'Traditional', 'Tennis']"
,Gunstar Heroes,WII,11-Dec-06,,/game/wii/gunstar-heroes,E10+,['Treasure'],"['Action', 'Shooter', 'Scrolling']"
,Ice Hockey,WII,11-Dec-06,,/game/wii/ice-hockey,E,['Nintendo'],"['Sports', 'Traditional', 'Ice Hockey', 'Arcade']"
96,The Legend of Zelda: Twilight Princess,GC,11-Dec-06,8.9,/game/gamecube/the-legend-of-zelda-twilight-princess,T,['Nintendo'],"['Action Adventure', 'Fantasy']"
,Internet Channel,WII,8-Dec-06,,/game/wii/internet-channel,,['Opera'],"['Miscellaneous', 'Web Browser', 'Application']"
71,Kirby: Squeak Squad,DS,4-Dec-06,7.9,/game/ds/kirby-squeak-squad,E,"['Flagship', ' HAL Labs']","['Action', 'Platformer', 'Platformer', '2D', '2D']"
,Donkey Kong Jr.,WII,4-Dec-06,,/game/wii/donkey-kong-jr,E,['Nintendo'],"['Action', 'Platformer', '2D']"
95,The Legend of Zelda: Twilight Princess,WII,19-Nov-06,9,/game/wii/the-legend-of-zelda-twilight-princess,T,['Nintendo'],"['Action Adventure', 'Fantasy', 'General', 'Fantasy', 'Open-World']"
72,Excite Truck,WII,19-Nov-06,8.4,/game/wii/excite-truck,E,['Monster Games Inc.'],"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']"
76,Wii Sports,WII,19-Nov-06,8.1,/game/wii/wii-sports,E,['Nintendo'],"['Sports', 'General', 'General', 'Individual', 'Athletics']"
,Wii Channels,WII,19-Nov-06,,/game/wii/wii-channels,,['Nintendo'],"['Miscellaneous', 'Web Browser', 'Application']"
,F-Zero,WII,19-Nov-06,8.7,/game/wii/f-zero,E,['Nintendo'],"['Driving', 'Racing', 'Futuristic']"
,Super Mario 64,WII,19-Nov-06,7.9,/game/wii/super-mario-64,E,['Nintendo'],"['Action', 'Platformer', '3D']"
,SimCity,WII,19-Nov-06,,/game/wii/simcity,E,['Maxis'],"['Strategy', 'City Building', 'Modern']"
,The Legend of Zelda,WII,19-Nov-06,8.3,/game/wii/the-legend-of-zelda,E,['Nintendo'],"['Action Adventure', 'Fantasy']"
,Donkey Kong,WII,19-Nov-06,6.3,/game/wii/donkey-kong,E,['Nintendo'],"['Action', 'Platformer', '2D']"
,Mario Bros.,WII,19-Nov-06,6.1,/game/wii/mario-bros,E,['Nintendo'],"['Action', 'Platformer', '2D']"
,Pinball,WII,19-Nov-06,,/game/wii/pinball,E,['Nintendo'],"['Miscellaneous', 'Parlor', 'Pinball']"
,Soccer,WII,19-Nov-06,,/game/wii/soccer,E,['Nintendo'],"['Sports', 'Traditional', 'Soccer', 'Sim']"
,Wario's Woods,WII,19-Nov-06,,/game/wii/warios-woods,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General']"
,Nintendo Wii,WII,19-Nov-06,8.1,/game/wii/nintendo-wii,E,['Nintendo'],"['Hardware', 'Console']"
81,Yoshi's Island DS,DS,13-Nov-06,7.4,/game/ds/yoshis-island-ds,E,['Artoon'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
87,Elite Beat Agents,DS,6-Nov-06,8.5,/game/ds/elite-beat-agents,E10+,['iNiS'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
83,Final Fantasy V Advance,GBA,6-Nov-06,8.2,/game/game-boy-advance/final-fantasy-v-advance,E,['TOSE'],"['Role-Playing', 'Console-style RPG']"
65,Children of Mana,DS,1-Nov-06,6.1,/game/ds/children-of-mana,E10+,['Nex Entertainment'],"['Role-Playing', 'Action RPG', 'Action RPG']"
69,Pokemon Ranger,DS,30-Oct-06,7.3,/game/ds/pokemon-ranger,E,['HAL Labs'],"['Role-Playing', 'Action RPG', 'Action RPG']"
69,Magical Starsign,DS,23-Oct-06,7.9,/game/ds/magical-starsign,E,['Brownie Brown'],"['Role-Playing', 'General', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
83,Nintendogs: Dalmatian & Friends,DS,16-Oct-06,7.4,/game/ds/nintendogs-dalmatian-friends,E,['Nintendo'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual Life', 'Virtual', 'Pet']"
83,Clubhouse Games,DS,9-Oct-06,7.8,/game/ds/clubhouse-games,E,['Agenda'],"['Miscellaneous', 'Board Games', 'Board Games', 'Board / Card Game', 'Party / Minigame']"
76,Mario vs. Donkey Kong 2: March of the Minis,DS,25-Sep-06,7.9,/game/ds/mario-vs-donkey-kong-2-march-of-the-minis,E,"['Nintendo', ' Nintendo Software Technology']","['Puzzle', 'Action', 'Platformer', 'Platformer', '2D', '2D']"
75,Baten Kaitos Origins,GC,25-Sep-06,8.5,/game/gamecube/baten-kaitos-origins,T,"['Monolith Soft', ' Namco Bandai Games']","['Role-Playing', 'Console-style RPG']"
62,Pokemon Mystery Dungeon: Blue Rescue Team,DS,18-Sep-06,8,/game/ds/pokemon-mystery-dungeon-blue-rescue-team,E,['ChunSoft'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Roguelike']"
67,Pokemon Mystery Dungeon: Red Rescue Team,GBA,18-Sep-06,8.3,/game/game-boy-advance/pokemon-mystery-dungeon-red-rescue-team,E,['ChunSoft'],"['Role-Playing', 'Console-style RPG']"
69,Mario Hoops: 3 on 3,DS,11-Sep-06,7.8,/game/ds/mario-hoops-3-on-3,E,['Square Enix'],"['Sports', 'Traditional', 'Team', 'Basketball', 'Arcade', 'Arcade']"
76,Star Fox Command,DS,28-Aug-06,7,/game/ds/star-fox-command,E10+,['Q-Games'],"['Action', 'Simulation', 'Shooter', 'Flight', 'Shooter', 'Third-Person', 'Combat', 'Sci-Fi', 'Sci-Fi', 'Arcade']"
37,Tenchu: Dark Secret,DS,21-Aug-06,5.8,/game/ds/tenchu-dark-secret,T,"['From Software', ' Polygon Magic']","['Action Adventure', 'Historic', 'General', 'Historic']"
62,Sudoku Gridmaster,DS,26-Jun-06,6.3,/game/ds/sudoku-gridmaster,E,['AI'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Logic', 'Logic']"
74,Big Brain Academy,DS,5-Jun-06,7.5,/game/ds/big-brain-academy,E,['Nintendo'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
68,Magnetica,DS,5-Jun-06,8.1,/game/ds/magnetica,E,['Mitchell'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Matching', 'General']"
89,New Super Mario Bros.,DS,15-May-06,8.5,/game/ds/new-super-mario-bros,E,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
77,Brain Age: Train Your Brain in Minutes a Day!,DS,17-Apr-06,7.7,/game/ds/brain-age-train-your-brain-in-minutes-a-day!,E,['Nintendo'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
62,Odama,GC,10-Apr-06,8,/game/gamecube/odama,E10+,['Vivarium'],"['Miscellaneous', 'Parlor', 'Pinball']"
85,Metroid Prime: Hunters,DS,20-Mar-06,7.9,/game/ds/metroid-prime-hunters,T,"['Nintendo', ' Nintendo Software Technology']","['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']"
84,Tetris DS,DS,20-Mar-06,7.9,/game/ds/tetris-ds,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Stacking', 'Stacking']"
74,Pokemon Trozei!,DS,6-Mar-06,7.3,/game/ds/pokemon-trozei!,E,['Genius Sonority Inc.'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Matching', 'Matching']"
76,Tales of Phantasia,GBA,6-Mar-06,8,/game/game-boy-advance/tales-of-phantasia,E10+,['Namco'],"['Role-Playing', 'Console-style RPG']"
75,Super Princess Peach,DS,27-Feb-06,7.8,/game/ds/super-princess-peach,E,['TOSE'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
75,Chibi-Robo!,GC,6-Feb-06,8.8,/game/gamecube/chibi-robo!,E10+,['Skip Ltd.'],"['Action Adventure', 'Fantasy']"
81,Drill Dozer,GBA,6-Feb-06,8.8,/game/game-boy-advance/drill-dozer,E,['Game Freak'],"['Action', 'Platformer', '2D']"
66,True Swing Golf,DS,23-Jan-06,7.7,/game/ds/true-swing-golf,E,['T&E Soft'],"['Sports', 'Traditional', 'Individual', 'Golf', 'Arcade', 'Arcade', 'Sim']"
71,Electroplankton,DS,9-Jan-06,7,/game/ds/electroplankton,E,['indieszero'],"['Action', 'Miscellaneous', 'Rhythm', 'Music Maker', 'Music Maker', 'Application', 'Music']"
85,Final Fantasy IV Advance,GBA,12-Dec-05,8.5,/game/game-boy-advance/final-fantasy-iv-advance,E10+,['TOSE'],"['Role-Playing', 'Console-style RPG']"
86,Animal Crossing: Wild World,DS,5-Dec-05,8.5,/game/ds/animal-crossing-wild-world,E,['Nintendo'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual', 'Virtual Life']"
76,Super Mario Strikers,GC,5-Dec-05,8.7,/game/gamecube/super-mario-strikers,E,['Next Level Games'],"['Sports', 'Traditional', 'Soccer', 'Arcade']"
81,Mario Tennis: Power Tour,GBA,5-Dec-05,8.4,/game/game-boy-advance/mario-tennis-power-tour,E,['Camelot Software Planning'],"['Sports', 'Traditional', 'Tennis']"
86,Mario & Luigi: Partners in Time,DS,28-Nov-05,8.5,/game/ds/mario-luigi-partners-in-time,E,['Alphadream Corporation'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
74,Dr. Mario / Puzzle League,GBA,28-Nov-05,7.8,/game/game-boy-advance/dr-mario-puzzle-league,E,['Intelligent Systems'],"['Miscellaneous', 'Puzzle', 'Matching']"
91,Mario Kart DS,DS,14-Nov-05,8.7,/game/ds/mario-kart-ds,E,['Nintendo'],"['Driving', 'Racing', 'Arcade', 'Kart', 'Kart', 'Automobile']"
64,Mario Party 7,GC,7-Nov-05,7.8,/game/gamecube/mario-party-7,E,['Hudson'],"['Miscellaneous', 'Party']"
77,Donkey Kong Country 3,GBA,7-Nov-05,8.2,/game/game-boy-advance/donkey-kong-country-3,E,['Rare Ltd.'],"['Action', 'Platformer', '2D']"
79,Metroid Prime Pinball,DS,24-Oct-05,7.9,/game/ds/metroid-prime-pinball,E,['Fuse Games Limited'],"['Action', 'Miscellaneous', 'Parlor', 'Pinball', 'Pinball']"
,Nintendogs: Best Friends,DS,24-Oct-05,7.7,/game/ds/nintendogs-best-friends,E,['Nintendo'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual Life', 'Virtual', 'Pet']"
69,Dance Dance Revolution: Mario Mix,GC,24-Oct-05,8.1,/game/gamecube/dance-dance-revolution-mario-mix,E,['Hudson'],"['Miscellaneous', 'Rhythm', 'Dancing']"
85,Fire Emblem: Path of Radiance,GC,17-Oct-05,9,/game/gamecube/fire-emblem-path-of-radiance,T,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy']"
64,Pokemon XD: Gale of Darkness,GC,28-Sep-05,8.2,/game/gamecube/pokemon-xd-gale-of-darkness,E,['Genius Sonority Inc.'],"['Role-Playing', 'Console-style RPG']"
70,Trace Memory,DS,27-Sep-05,8.2,/game/ds/trace-memory,T,['Cing'],"['Adventure', 'General', 'General', 'Point-and-Click']"
76,Battalion Wars,GC,19-Sep-05,8.6,/game/gamecube/battalion-wars,T,['Kuju Entertainment'],"['Action', 'Shooter', 'Third-Person', 'Modern']"
70,DK: King of Swing,GBA,19-Sep-05,5,/game/game-boy-advance/dk-king-of-swing,E,['Paon Corporation'],"['Action', 'Platformer', '2D']"
76,Mario Superstar Baseball,GC,29-Aug-05,8.4,/game/gamecube/mario-superstar-baseball,E,['Namco'],"['Sports', 'Traditional', 'Baseball', 'Arcade']"
56,Dynasty Warriors Advance,GBA,29-Aug-05,8,/game/game-boy-advance/dynasty-warriors-advance,E,['Koei'],"['Action', ""Beat-'Em-Up""]"
90,Advance Wars: Dual Strike,DS,22-Aug-05,8.8,/game/ds/advance-wars-dual-strike,E,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Modern', 'Modern', 'Tactics']"
83,Nintendogs: Chihuahua & Friends,DS,22-Aug-05,8,/game/ds/nintendogs-chihuahua-friends,E,['Nintendo'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual Life', 'Virtual', 'Pet']"
83,Nintendogs: Dachshund & Friends,DS,22-Aug-05,7.9,/game/ds/nintendogs-dachshund-friends,E,['Nintendo'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual Life', 'Virtual', 'Pet']"
83,Nintendogs: Lab & Friends,DS,22-Aug-05,7.6,/game/ds/nintendogs-lab-friends,E,['Nintendo'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual Life', 'Virtual', 'Pet']"
66,Geist,GC,15-Aug-05,8.2,/game/gamecube/geist,M,['n-Space'],"['Action', 'Shooter', 'First-Person', 'Sci-Fi']"
88,Meteos,DS,28-Jun-05,7.4,/game/ds/meteos,E,['Q Entertainment'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Matching', 'Matching']"
86,Kirby: Canvas Curse,DS,13-Jun-05,7.8,/game/ds/kirby-canvas-curse,E,['HAL Labs'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
60,Yoshi Topsy-Turvy,GBA,13-Jun-05,6.8,/game/game-boy-advance/yoshi-topsy-turvy,E,['Artoon'],"['Action', 'Platformer', '2D']"
85,Fire Emblem: The Sacred Stones,GBA,23-May-05,8.9,/game/game-boy-advance/fire-emblem-the-sacred-stones,E,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy']"
88,WarioWare: Twisted!,GBA,23-May-05,8.8,/game/game-boy-advance/warioware-twisted!,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'General']"
69,Donkey Konga 2,GC,9-May-05,7,/game/gamecube/donkey-konga-2,T,['Namco'],"['Miscellaneous', 'Rhythm', 'Music']"
76,Pokemon Emerald Version,GBA,30-Apr-05,8.9,/game/game-boy-advance/pokemon-emerald-version,E,['Game Freak'],"['Role-Playing', 'Console-style RPG']"
73,Polarium,DS,18-Apr-05,8.4,/game/ds/polarium,E,['Mitchell'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Stacking', 'General']"
54,Mario Party Advance,GBA,28-Mar-05,5,/game/game-boy-advance/mario-party-advance,E,['Hudson'],"['Miscellaneous', 'Party']"
73,Yoshi Touch & Go,DS,14-Mar-05,6.8,/game/ds/yoshi-touch-go,E,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
46,Pokemon Dash,DS,14-Mar-05,5.3,/game/ds/pokemon-dash,E,['Ambrella'],"['Driving', 'Racing', 'Arcade', 'On-foot', 'Other', 'On-foot']"
80,Donkey Kong Jungle Beat,GC,14-Mar-05,8.2,/game/gamecube/donkey-kong-jungle-beat,E10+,['Nintendo'],"['Action', 'Platformer', '2D']"
81,WarioWare: Touched!,DS,14-Feb-05,8.2,/game/ds/warioware-touched!,E,['Intelligent Systems'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Party / Minigame', 'General']"
67,Star Fox: Assault,GC,14-Feb-05,8.2,/game/gamecube/star-fox-assault,T,['Namco'],"['Action', 'Shooter', 'Third-Person', 'Sci-Fi']"
89,The Legend of Zelda: The Minish Cap,GBA,10-Jan-05,8.9,/game/game-boy-advance/the-legend-of-zelda-the-minish-cap,E,['Flagship'],"['Action Adventure', 'Fantasy']"
71,Mario Party 6,GC,6-Dec-04,8,/game/gamecube/mario-party-6,E,['Hudson Soft'],"['Miscellaneous', 'Party']"
79,Final Fantasy I & II: Dawn of Souls,GBA,29-Nov-04,8,/game/game-boy-advance/final-fantasy-i-ii-dawn-of-souls,E,['Tose Software'],"['Role-Playing', 'Console-style RPG']"
,PictoChat,DS,21-Nov-04,8.4,/game/ds/pictochat,,['Nintendo'],"['Miscellaneous', 'General', 'Application']"
85,Super Mario 64 DS,DS,20-Nov-04,8.3,/game/ds/super-mario-64-ds,E,['Nintendo'],"['Action', 'Platformer', 'Platformer', '3D', '3D']"
,Nintendo DS,DS,20-Nov-04,8.9,/game/ds/nintendo-ds,,['Nintendo'],"['Hardware', 'Console']"
,Metroid Prime: Hunters - First Hunt,DS,20-Nov-04,,/game/ds/metroid-prime-hunters---first-hunt,RP,['Nintendo Software Technology'],"['Action', 'Shooter', 'First-Person', 'Arcade']"
92,Metroid Prime 2: Echoes,GC,15-Nov-04,8.9,/game/gamecube/metroid-prime-2-echoes,T,['Retro Studios'],"['Action', 'Shooter', 'First-Person', 'Sci-Fi']"
80,Donkey Kong Country 2,GBA,15-Nov-04,8.6,/game/game-boy-advance/donkey-kong-country-2,E,['Rare Ltd.'],"['Action', 'Platformer', '2D']"
80,Mario Power Tennis,GC,8-Nov-04,8.5,/game/gamecube/mario-power-tennis,E,['Camelot Software Planning'],"['Sports', 'Traditional', 'Tennis']"
66,Classic NES Series: Dr. Mario,GBA,25-Oct-04,8.2,/game/game-boy-advance/classic-nes-series-dr-mario,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Matching']"
74,Classic NES Series: Castlevania,GBA,25-Oct-04,8.6,/game/game-boy-advance/classic-nes-series-castlevania,E,['Konami'],"['Action', 'Platformer', '2D']"
73,Classic NES Series: Zelda II: The Adventure of Link,GBA,25-Oct-04,7.3,/game/game-boy-advance/classic-nes-series-zelda-ii-the-adventure-of-link,E,['Nintendo'],"['Role-Playing', 'Action RPG']"
58,Classic NES Series: Metroid,GBA,25-Oct-04,8.2,/game/game-boy-advance/classic-nes-series-metroid,E,['Nintendo'],"['Action Adventure', 'Sci-Fi']"
80,Kirby & the Amazing Mirror,GBA,18-Oct-04,8.8,/game/game-boy-advance/kirby-the-amazing-mirror,E,['Flagship'],"['Action', 'Platformer', '2D']"
87,Paper Mario: The Thousand-Year Door,GC,11-Oct-04,9.1,/game/gamecube/paper-mario-the-thousand-year-door,E,['Intelligent Systems'],"['Role-Playing', 'Console-style RPG']"
62,Mario Pinball Land,GBA,4-Oct-04,4.3,/game/game-boy-advance/mario-pinball-land,E,['Fuse Games Limited'],"['Miscellaneous', 'Parlor', 'Pinball']"
76,Donkey Konga,GC,27-Sep-04,7.9,/game/gamecube/donkey-konga,E,['Namco'],"['Miscellaneous', 'Rhythm', 'Music']"
77,F-Zero GP Legend,GBA,20-Sep-04,8.3,/game/game-boy-advance/f-zero-gp-legend,E,['Suzak'],"['Driving', 'Racing', 'Futuristic']"
81,Pokemon FireRed Version,GBA,7-Sep-04,8.6,/game/game-boy-advance/pokemon-firered-version,E,['Game Freak'],"['Role-Playing', 'Console-style RPG']"
81,Pokemon LeafGreen Version,GBA,7-Sep-04,8.5,/game/game-boy-advance/pokemon-leafgreen-version,E,['Game Freak'],"['Role-Playing', 'Console-style RPG']"
90,Pikmin 2,GC,30-Aug-04,9,/game/gamecube/pikmin-2,E,['Nintendo'],"['Strategy', 'Real-Time', 'Fantasy']"
77,Hamtaro: Ham-Ham Games,GBA,27-Jul-04,8.3,/game/game-boy-advance/hamtaro-ham-ham-games,E,['Alphadream Corporation'],"['Sports', 'General']"
,Pokemon Box: Ruby and Sapphire,GC,12-Jul-04,5.3,/game/gamecube/pokemon-box-ruby-and-sapphire,E,['Nintendo'],"['Miscellaneous', 'General']"
84,Mario Golf: Advance Tour,GBA,22-Jun-04,8.8,/game/game-boy-advance/mario-golf-advance-tour,E,['Camelot Software Planning'],"['Sports', 'Traditional', 'Golf', 'Sim']"
86,The Legend of Zelda: Four Swords Adventures,GC,7-Jun-04,7.6,/game/gamecube/the-legend-of-zelda-four-swords-adventures,E,['Nintendo'],"['Action Adventure', 'Fantasy']"
66,Classic NES Series: Ice Climber,GBA,2-Jun-04,7.4,/game/game-boy-advance/classic-nes-series-ice-climber,E,['Nintendo'],"['Action', 'Platformer', '2D']"
66,Classic NES Series: Excitebike,GBA,2-Jun-04,7.8,/game/game-boy-advance/classic-nes-series-excitebike,E,['Nintendo'],"['Driving', 'Racing', 'Arcade']"
84,Classic NES Series: Super Mario Bros.,GBA,2-Jun-04,8.4,/game/game-boy-advance/classic-nes-series-super-mario-bros,E,['Nintendo'],"['Action', 'Platformer', '2D']"
84,Classic NES Series: The Legend of Zelda,GBA,2-Jun-04,8.5,/game/game-boy-advance/classic-nes-series-the-legend-of-zelda,E,['Nintendo'],"['Role-Playing', 'Action RPG']"
